"ID","projectID","Type","PaymentName","Payment Amount","paymentDue","Description","Order","Paid","Parent Payment ID","Is Category","Internal","Created Date","Updated Date","Owner"
"482106e6-ee15-1906-9be8-f1b5d45842a8","cef5faf1-8989-e831-8598-8bf70293588b","byClient","Complete tile installation in both bathrooms",10000,,,3,false,,false,false,2023-10-26T05:17:32Z,2023-11-01T03:21:37Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"48ae4592-36f1-d5e3-a82e-02439d858ac5","64","byClient","complete repiping (milestone #4)",9000,,"paid 9/21/23",4,true,,false,false,2023-09-21T16:27:01Z,2023-12-18T16:01:40Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"49268cce-fddf-454a-e2c9-1c57795addb7","57","byClient","at close of escrow",20275,"8/14/2023","Project Payment Terms: 
Payment with close of escrow.",1,true,,false,false,2023-10-27T14:32:51Z,2023-10-27T14:32:51Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"498c182a-2f39-0ca5-f4ab-2508865e956b","62","toGC","New Look Surface",6000,,"Complete tile installation in the bathroom 10/4/23",13,true,,false,false,2023-10-17T15:52:23Z,2023-11-23T04:13:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"4a9a804a-a5a8-9ce0-f07e-6e959dd67afe","68","toGC","New Look Surface",7000,"10/31/2023","Payment upon completion",4,true,,false,false,2023-10-16T19:31:49Z,2023-11-20T19:58:42Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"4b890cb3-ab80-031b-6691-8114b8f70590","65","toGC","Complete panel installation",3400,,,10,false,,false,false,2023-08-24T22:08:48Z,2023-08-29T21:18:39Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"4bc908fb-0a80-45ea-f6ca-010d7e7bfe05","48","toGC","New Surface Look",27202,"5/1/2023","$10,000.00  Start of work
$10,000.00   Progress payment
$7202.00     Upon completion",2,true,,false,false,2023-10-27T15:09:56Z,2023-10-27T15:10:12Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"4c5d23a2-4a68-2cbf-9dc6-a5a0a29e44ae","56","toGC","New Look Surface",23330.7,,"Change order 8/31/23 per client, invoice 407 paid 9/5/23",28,true,,false,false,2023-10-17T15:13:18Z,2023-12-15T04:54:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"4ca5b7f8-0628-d6a8-164f-5a50f5627084","65","byClient","Sign of contract ",1000,,,1,false,,false,false,2023-08-24T21:35:59Z,2023-08-29T21:18:39Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"4fc47069-c808-41c5-571a-c54cfc427892","63","toGC","New Surface Look",4000,"08/14/2023","per contract - start of work",4,true,,false,false,2023-10-26T07:02:18Z,2023-11-20T06:24:59Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"51ee37f7-56f3-721e-bfe7-06412cddb20c","9","toGC","50% upon scope of work complete",3000,,,15,false,,false,false,2023-07-09T05:48:52Z,2023-10-29T20:20:23Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"520f2f6b-7bed-39af-408b-46c35664c062","70","toGC","Complete Drywall work and installation of windows",4140,,,7,true,,false,false,2023-11-01T18:19:19Z,2023-11-20T20:04:04Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"521b621f-7da1-dc08-5851-ce0a0f661ab2","be857b6b-64d6-f38c-cceb-a1d5f2a0c7c5","toGC","Staging complete by 2/5/2024",6700,"2/5/2024",,4,false,,false,false,2023-11-30T21:52:58Z,2024-01-29T01:18:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"531b8366-a19a-86fd-b860-f0f6aac24b14","62","byClient","Allowance adjustment",'-4538,,,9,false,,false,false,2023-11-02T19:17:57Z,2023-11-23T04:13:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"539c0c9d-77f0-4391-b62c-c59236e3cd8c","7","byClient","Progress Payment 3",10000,,,5,true,,false,,2022-01-11T05:34:19Z,2023-09-13T05:20:48Z,"29cccdd2-340f-41f4-a9e9-2db0c53b3114"
"556de837-a060-2eb3-26b6-c91f20c5c5de","69","byClient","Complete demo ,electric work ,rough plumbing  ",10000,,,2,true,,false,false,2023-10-30T15:13:27Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"562a21c4-962b-b7a9-9466-eefb4a10a1d1","56","toGC","New Look Surface",20000,,"Complete kitchen carpentry 9/5/23",27,true,,false,false,2023-10-17T15:17:01Z,2023-12-15T04:54:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"56f3886f-1a00-4fe0-1d23-ac77991c4ca3","55","byClient","upon completion ",3994.2,"6/6/2023","C/O per NLS  due to change of work scope:
credit of $ 1,233.00 to original contract",2,true,,false,false,2023-07-09T20:56:14Z,2023-10-27T14:28:23Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"574c8f38-4f92-b3fd-db51-ab2118b297a5","91","toGC","Complete installation of kitchen counter top and appliances",7250,,,10,false,,false,false,2023-10-30T03:49:43Z,2023-10-30T03:53:42Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"581a523c-2402-45ba-862d-1cd4408d84d0","13","byClient","Grand Total",84990,,,1,,,false,,2022-08-31T22:03:43Z,2023-09-13T05:20:48Z,"25002954-d890-4b6f-9100-53afc320aff6"
"588a9f8f-ed56-52a0-3265-9e397d286836","17","byClient","Completion of tile work",20000,,,8,true,,false,false,2023-02-13T23:33:53Z,2024-03-14T16:43:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"589c0dde-a4f5-473d-9c46-d74bd369042c","7","byClient","Progres Payment 2",20000,,,4,true,,false,,2022-01-11T05:34:19Z,2023-09-13T05:20:48Z,"29cccdd2-340f-41f4-a9e9-2db0c53b3114"
"59652c88-e393-1b31-fcee-b491a8e4a9c4","59","toGC","New Surface Look",1700,"8/7/2023","Exterior work:
Repair bricks in front of the house
Dry Rot wood repair on eaves in from of the house (next to the main entrance)
Patio cover repair both framing and dry rot wood repair
Dry Rot wood repair on three corners of the house second story eaves.
This is a local repair, excluding painting the entire patio cover, eaves and fascia.",2,true,,false,false,2023-10-26T06:56:03Z,2023-11-20T06:31:56Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"5c852fa4-0ef9-6b6e-ba03-3ed53584bf8a","8b7e6c6c-2464-e43f-1834-67aba281498f","byClient","On job start - permit fees (excluded from the quoted scope of work) to cover charges by the city",800,,,3,false,,false,false,2023-12-19T17:21:48Z,2023-12-19T22:56:12Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"5d8434b6-4b62-92e2-cc37-86afeb649eca","48","byClient","At close of escrow",40010,"5/26/2023","orig. contract $37,603
C/O #1: $2,407
Replace all the outlets, covers and switches in the house. 
($1,740)
Replace broken mirror in the bedroom closet
 ($667)",1,true,,false,false,2023-03-19T22:48:36Z,2023-10-27T15:10:12Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"5d96ab58-668c-74fb-940d-d325cefb2da2","cef5faf1-8989-e831-8598-8bf70293588b","toGC","Complete LVT floor installation and installation of vanities ",7000,,,9,false,,false,false,2023-10-26T05:17:32Z,2023-11-01T03:21:37Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"5de078b4-287c-e301-5208-a4b66369e976","53","byClient","close of escrow",40372.5,"8/1/2023","upon completion",1,true,,false,false,2023-10-27T14:39:37Z,2023-10-27T14:39:37Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"5e0afe9e-24ee-4748-55e4-91ca3da81441","69","toGC","GC Discount for recess light and fast payment",'-500,,,18,true,,false,false,2024-03-22T13:59:09Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"5f4e72fe-63fe-88b1-0281-542ea701700b","69","toGC","New Surface Look",7000,,"Complete tile installation in both bathrooms 
",12,true,,false,false,2023-10-30T15:16:36Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"5fbf4e91-5f97-e394-583e-04375d62b4c2","58","toGC","New Surface Look",5935,"8/3/2023"," 50% at sign of contract",3,true,,false,false,2023-10-27T14:21:15Z,2023-10-27T14:21:15Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"60b0009e-9ac7-72c4-fd0f-b7bc42acb6ca","68af2816-3a37-e5f9-e82d-c7a4703db360","toGC","Change Order 1",1750,,,2,false,,false,false,2023-09-13T10:37:13Z,2023-09-18T03:39:52Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"60b67fd5-9fe7-d4b3-d4ea-fb8999c4df0a","47","toGC","New Surface Look",2200,"7/12/2023","REMOTE ONLINE DEPOSIT:
Reimbursement to RealTechee from NLS for CO#1",3,true,,false,false,2023-10-27T14:52:56Z,2023-10-27T14:53:03Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"60f82a4c-5664-4ab3-af72-c76ad11b05cd","18","byClient","Grand Total",15300,,,1,,,false,,2022-08-31T22:09:04Z,2023-09-13T05:20:48Z,"25002954-d890-4b6f-9100-53afc320aff6"
"6160a8e8-4957-98a7-450e-fd6537c6975d","69","toGC","New Surface Look",7430.46,"11/21/2023","Complete demo, electric work, rough plumbing plus City permit fees $430.46
",11,true,,false,false,2023-10-30T15:16:36Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"61c31506-499d-0b49-bcf3-5288650e6964","70","toGC","Complete paint, flooring and closet doors",4140,,,8,true,,false,false,2023-11-01T18:19:19Z,2023-11-20T20:04:04Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"61f52a18-916e-908d-bd2d-ab87872c8df4","3b842c78-5d2a-27d7-3040-d2b381bfb403","toGC","Complete demolition, rough plumbing rough electric",6000,,,8,false,,false,false,2023-08-10T14:43:29Z,2023-08-10T23:00:14Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"620fc459-387c-ddfe-4859-39b5e1d5d7f9","cef5faf1-8989-e831-8598-8bf70293588b","toGC","Complete tile installation in both bathrooms",7000,,,8,false,,false,false,2023-10-26T05:17:32Z,2023-11-01T03:21:37Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"6415837c-93fd-4ea2-89ff-07ffcf40ac78","2","byClient","Upon completion of floor preparations and cork installation",20000,,,5,true,,,,2022-12-09T00:03:30Z,2023-09-13T05:20:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"64259953-d108-e3f5-1ff7-d2a62e077a70","3b842c78-5d2a-27d7-3040-d2b381bfb403","byClient","Completion of job",4449,,,6,false,,false,false,2023-08-10T14:43:29Z,2023-08-10T23:00:14Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"64d77c2e-3299-441b-e346-4419afb2c7eb","9","toGC","CO adj.",1500,,,18,false,,false,false,2023-10-21T20:47:10Z,2023-10-29T20:20:23Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"658981ee-ec25-ac90-ef99-87491876c1ea","62","byClient","CO 2",2875,,,8,false,,false,false,2023-11-01T15:25:47Z,2023-11-23T04:13:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"668881bc-360d-9b1a-5ece-ed5876a57d4b","72","byClient","Complete new Roof on House and Garage",9100,,,4,false,,false,false,2023-12-19T22:57:04Z,2024-03-14T16:39:13Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"671742ba-7360-a328-332b-ddb7e19ff663","af98bec8-c08c-434b-c741-4b289f9059f0","toGC","Staging - complete",1500,,,3,false,,false,false,2023-10-07T02:56:41Z,2023-10-07T02:56:41Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"675648ca-0ed3-4278-3bff-d1f68fb229e1","8de6481e-a1bc-073a-3937-ff092887f328","toGC","Start of work",4140,,,5,false,,false,false,2023-10-29T18:26:36Z,2023-11-01T18:18:47Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"67e0bc89-efa1-75b4-fd38-9226261433d9","65","toGC","Complete repiping ",6000,,,11,false,,false,false,2023-08-24T22:08:48Z,2023-08-29T21:18:39Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"68f132fb-35b5-9787-2744-b3a0f0843ce6","be857b6b-64d6-f38c-cceb-a1d5f2a0c7c5","byClient","Initial Payment for Staging Setup: This term covers the initial setup and staging of the property, with the staging work completing on December 14, 2023. The payment for this initial staging phase is due two weeks after the completion of the work, setting the payment due date as December 28, 2023. In the event that the payment is not made by December 28, 2023, the total amount due will be adjusted to $30,000, and this amount will be due in accordance with section 2.c of the RealTechee contract.",28800,"12/28/2023",,1,false,,false,false,2023-11-30T21:52:58Z,2024-01-29T01:18:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"68fa5585-3956-3a83-7ba6-7be195be76a4","17","byClient","Completion of interior paint and stucco",20000,,,9,true,,false,false,2023-02-13T23:33:53Z,2024-03-14T16:43:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"69bcf3b4-bc2f-6bc8-a0b1-880ecf5d875a","69","byClient","Start of work",10000,"10/30/2023",,1,true,,false,false,2023-10-30T15:13:27Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"69d29793-f455-483b-ac67-2f155209eccf","9","byClient","M1",123,,,6,true,,false,false,2022-08-15T05:35:09Z,2023-10-29T20:20:23Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"6c223a02-b534-ddf1-fcb9-f8179cf386c1","69","toGC","New Surface Look",7000,"10/31/2023","Start of work 
",10,true,,false,false,2023-10-30T15:16:36Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"6c7da60b-5812-b932-99f4-935035dab133","be857b6b-64d6-f38c-cceb-a1d5f2a0c7c5","toGC","Staging extension post 2/5/2024 will be charged at $3350 for every 30 days. Extension is automatic until written request to stop staging service from homeowner.",0,,,5,false,,false,false,2023-11-30T21:52:58Z,2024-01-29T01:18:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"6d6f7e88-a8ac-51af-9c94-6a132f0392a7","31e8b792-4e81-89b2-9db1-a4454953e860","toGC","Complete rough plumbing, rough electric",20000,,,8,false,,false,false,2023-09-27T05:19:12Z,2023-10-12T22:23:12Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"6dd025ea-f834-4841-98a6-4fb89b745ab3","43","byClient","Grand Total",93210,,,1,,,false,,2022-10-21T03:35:32Z,2023-09-13T05:20:48Z,"526f6ed8-8cf2-47fc-893d-65fc64965c37"
"6e7ba202-c9a7-d154-ef61-58cb41e548d2","58","toGC","New Surface Look",5935,,"50% upon completion",4,true,,false,false,2023-10-27T14:21:15Z,2023-10-27T14:21:15Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"6f2e7da1-2334-98a8-ab54-e25d21363c65","70","byClient","Complete paint, flooring and closet doors",6210,,,4,true,,false,false,2023-11-01T18:19:19Z,2023-11-20T20:04:04Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"6ff6dfae-1ce4-1183-231c-9bdbb118808c","56","toGC","New Look Surface",10000,,"Complete installation of new flooring and baseboard 9/5/23",25,true,,false,false,2023-10-17T15:17:01Z,2023-12-15T04:54:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"733d6185-ddaa-f049-34f0-8f01449cf273","c74a3b92-e27c-2aa8-9d6a-9723a25a3c4c","toGC","Completion of work",1400,,,2,false,,false,false,2023-11-12T01:14:03Z,2023-12-12T17:11:39Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7365da27-30db-c8f4-4c3e-4ad23949674b","f415daf8-0819-e9b3-aaf6-6047bf2776a1","byClient"," Start of work",5000,,,1,false,,false,false,2023-08-10T01:26:45Z,2023-08-10T23:02:26Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"7378377a-b0cb-be87-d826-0ff06983ce2e","62","toGC","New Look Surface",7750,,"Start of work $6,000
CO per quote 1182 $1750
paid 9/11/23",11,true,,false,false,2023-10-17T15:52:23Z,2023-11-23T04:13:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7388f59a-a3ab-bcee-b3bb-773d76ef20c8","56","byClient","Upon final inspection",10706.5,,,15,false,,false,false,2023-07-09T06:06:51Z,2023-12-15T04:54:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"7427a730-e47d-4a39-90dc-192281adeab3","64","toGC","complete repiping (milestone #4)",6000,,,11,true,,,,2023-10-27T20:44:16Z,2023-12-18T16:01:40Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"7577f6ef-1610-844f-421c-5824f5ca9a6e","17","byClient","[Uncollectible] - Upon completion of work                   ",20756.5,,,11,false,,false,true,2023-02-13T23:33:53Z,2024-03-14T16:43:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"75985969-3ac0-67fa-f2e9-f0877e9cc099","70","toGC","Complete Demo and framing work",4140,,,6,true,,false,false,2023-11-01T18:19:19Z,2023-11-20T20:04:04Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7613fe4d-1b79-9db1-3753-5ae8254fafb4","62","toGC","NLS additional cost to break even on the project",4770,,,15,true,,false,false,2023-10-31T19:51:11Z,2023-11-23T04:13:48Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7633207a-f1a9-ad9b-9eba-b294da0c83e7","66","toGC","New Surface Look",12700,"09/08/2023","Remove items into pods and Haul away
Remove and haul away debris and furniture from inside the house as well as the
backyard (including 2 shades)
Remove and haul away all the items.
***Items from brother in law room - not to be touched
***Owner will move out before start of work $7,000
Interior Paint
Prepare all walls and ceiling
Prime and Paint all walls, ceiling, doors, trims and baseboards
Paint kitchen cabinets $5,700",2,true,,false,false,2023-10-26T06:37:21Z,2023-12-14T18:16:36Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"799c1098-69c1-cb44-4f3f-4a12e54ad933","45","toGC","New Surface Look",10000,"12/4/2022","Progress Payment",2,true,,false,false,2023-10-27T15:24:19Z,2023-10-27T15:24:19Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"7a284cc2-116e-044a-bd57-70ea7524f49d","64","toGC","Final inspection and project complete",660,,"$1,160.00 - $500.00 customer credit per management",14,false,,false,false,2023-12-05T16:43:03Z,2023-12-18T16:01:40Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"7b676a59-cc47-4f44-a922-96434678b006","15","byClient","[Uncollectible] - Grand Total",4320,"02/19/2023","Invoice # 1033 per quote - close of escrow, due date: 02/19/23 - not paid yet by client  !",1,false,,false,true,2022-08-31T21:44:36Z,2024-03-14T17:23:09Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7b77c523-68a3-bb03-70a0-aadba9e39701","3b842c78-5d2a-27d7-3040-d2b381bfb403","toGC","Completion of work",3300,,,11,false,,false,false,2023-08-10T14:43:29Z,2023-08-10T23:00:14Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82"
"7d0ee846-394d-4d05-b778-e7baf0ed34f5","9","byClient","M2",456,,,8,false,,true,false,2022-08-25T15:57:38Z,2023-10-29T20:20:23Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7dd24799-ddbc-4dee-94d0-45683ba5b1e0","64","byClient","Complete LVT floor installation and electric finishes",5000,,,6,true,,false,false,2023-10-27T20:42:21Z,2023-12-18T16:01:40Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"7ebe0ae0-b5a8-02b9-44d6-e53c5feba421","91","toGC","Start of work",7000,,,6,false,,false,false,2023-10-30T03:49:43Z,2023-10-30T03:53:42Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
"7ef0d51f-ca06-9b72-2dea-c3ee2e4b1726","48","toGC","New Surface Look",1660,"5/1/2023","CO 4/16/23: 
additional scope of work to the signed contract per quote # 1109",3,true,,false,false,2023-10-27T15:09:56Z,2023-10-27T15:10:12Z,"34ac6ca6-b333-4ba9-a486-33c8fc41ce6f"
"7faf525c-72fc-e639-af94-20abd05ce297","69","byClient","Complete LVT floor installation ",10000,,"
",4,true,,false,false,2023-10-30T15:13:27Z,2024-03-25T15:37:18Z,"03839c70-7508-4e6d-b906-4df699fc5aa1"
